"row";"column";"CdSO4-fit";"CdS-fit"
2;170;0.00459612;0.995404
2;171;0.00885357;0.991146
2;172;0.00357107;0.996429
2;173;0.0032982;0.996702
2;174;0;1
2;175;0;1
2;176;0;1
2;177;0.0016859;0.998314
2;178;0.0126308;0.987369
2;179;0.0148833;0.985117
2;180;0.000816122;0.999184
2;181;0;1
2;182;0;1
2;183;0;1
2;184;0.0039372;0.996063
2;185;0.0083614;0.991639
2;186;0.0363589;0.963641
2;187;0.0404668;0.959533
2;188;0.0148889;0.985111
2;189;0.0015825;0.998417
2;190;0.00928054;0.990719
2;191;0.0153648;0.984635
2;192;0.029832;0.970168
2;193;0.00576456;0.994235
3;0;0;0
3;1;0;0
3;2;0;0
3;3;0;0
3;4;0;0
3;5;0;0
3;6;0;0
3;7;0;0
3;8;0;0
3;9;0;0
3;10;0;0
3;11;0;0
3;12;0;0
3;13;0;0
3;14;0;0
3;15;0;1
3;16;0;1
3;17;5.55e-17;1
3;18;0;1
3;19;0;1
3;20;0;1
3;21;0;1
3;22;0;1
3;23;5.55e-17;1
3;24;0;1
3;25;0;1
3;26;0;1
3;27;0;1
3;28;0;1
3;29;0;1
3;30;0;1
3;31;0;1
3;32;0;1
3;33;0;1
3;34;0;1
3;35;0;1
3;36;0;1
3;37;0;1
3;38;0.00840075;0.991599
3;39;0;1
3;40;0;1
3;41;0;1
3;42;0.00985925;0.990141
3;43;0.0114353;0.988565
3;44;0.0426249;0.957375
3;45;0.0463909;0.953609
3;46;0.0497752;0.950225
3;47;0.0175379;0.982462
3;48;0;1
3;49;0;1
3;50;0;1
3;51;0;1
3;52;0;1
3;53;0;1
3;54;0;1
3;55;0;1
3;56;0;1
3;57;0;1
3;58;0;1
3;59;0;1
3;60;0.0125556;0.987444
3;61;0.0134842;0.986516
3;62;0;1
3;63;0;1
3;64;0;1
3;65;0;1
3;66;0;1
3;67;0.00751604;0.992484
3;68;0.015059;0.984941
3;69;0.0285141;0.971486
3;70;0.027898;0.972102
3;71;0.0278805;0.97212
3;72;0.0246692;0.975331
3;73;0.0351412;0.964859
3;74;0;1
3;75;0;1
3;76;0;1
3;77;0.0433666;0.956633
3;78;0.0548624;0.945138
3;79;0.0359559;0.964044
3;80;0;1
3;81;0;1
3;82;0;1
3;83;0.00712342;0.992877
3;84;0.0144209;0.985579
3;85;0.0016273;0.998373
3;86;0.000325814;0.999674
3;87;0.00141557;0.998584
3;88;0.01587;0.98413
3;89;0.0309296;0.96907
3;90;0.0177498;0.98225
3;91;0.00158922;0.998411
3;92;0.00665151;0.993348
3;93;0.0153653;0.984635
3;94;0.0238329;0.976167
3;95;0.0433954;0.956605
3;96;0;1
3;97;0;1
3;98;0.0449209;0.955079
3;99;0.0415419;0.958458
3;100;0.0401396;0.95986
3;101;0.054894;0.945106
3;102;0.0326559;0.967344
3;103;0.0189402;0.98106
3;104;0.0264191;0.973581
3;105;0.0245829;0.975417
3;106;0.0364987;0.963501
3;107;0.0222749;0.977725
3;108;0.0022368;0.997763
3;109;0.0171125;0.982887
3;110;0.030656;0.969344
3;111;0.0395836;0.960416
3;112;0.0417977;0.958202
3;113;0.0328202;0.96718
3;114;0.0357405;0.96426
3;115;0.0356458;0.964354
3;116;0.0393059;0.960694
3;117;0.0463512;0.953649
3;118;0.0450255;0.954975
3;119;0.0503842;0.949616
3;120;0.0642584;0.935742
3;121;0.0566268;0.943373
3;122;0.0360545;0.963946
3;123;0.0311994;0.968801
3;124;0.0430079;0.956992
3;125;0;1
3;126;0.0369071;0.963093
3;127;0.0312058;0.968794
3;128;0.0484233;0.951577
3;129;0;1
3;130;0;1
3;131;0.0403241;0.959676
3;132;0.0236497;0.97635
3;133;0.0197291;0.980271
3;134;0.0249939;0.975006
3;135;0.026161;0.973839
3;136;0.0159737;0.984026
3;137;0.0123412;0.987659
3;138;0;1
3;139;0;1
3;140;0.00759687;0.992403
3;141;0.0187519;0.981248
3;142;0.0196493;0.980351
3;143;0.0160186;0.983981
3;144;0.0120516;0.987948
3;145;0.0189439;0.981056
3;146;0.0231716;0.976828
3;147;0.0217553;0.978245
3;148;0.0286945;0.971305
3;149;0.0387614;0.961239
3;150;0.0412296;0.95877
3;151;0.033177;0.966823
3;152;0.0259468;0.974053
3;153;0.0142143;0.985786
3;154;0.00301032;0.99699
3;155;0.000947735;0.999052
3;156;0;1
3;157;0;1
3;158;0;1
3;159;0.00689093;0.993109
3;160;0.0237617;0.976238
3;161;0.0270162;0.972984
3;162;0.00790626;0.992094
3;163;0;1
3;164;0;1
3;165;0;1
3;166;0;1
3;167;0;1
3;168;0;1
3;169;0;1
3;170;0;1
3;171;0.000364518;0.999635
3;172;0;1
3;173;0;1
3;174;0;1
3;175;0;1
3;176;0;1
3;177;0;1
3;178;0;1
3;179;0;1
3;180;0;1
3;181;0;1
3;182;0.00460186;0.995398
3;183;0.0175368;0.982463
3;184;0.021389;0.978611
3;185;0.0033546;0.996645
3;186;0;1
3;187;0;1
3;188;0;1
3;189;0.0155297;0.98447
3;190;0.0436592;0.956341
3;191;0.0452992;0.954701
3;192;0.0516013;0.948399
3;193;0;1
4;0;0;0
4;1;0;0
4;2;0;0
4;3;0;0
4;4;0;0
4;5;0;0
4;6;0;0
4;7;0;0
4;8;0;0
4;9;0;0
4;10;0;0
4;11;0;0
4;12;0;0
4;13;0;0
4;14;0.014268;0.985732
4;15;0.0487517;0.951248
4;16;0.0879181;0.912082
