"row";"column";"CdSO4-fit";"CdS-fit"
1;121;0;1
1;122;0;1
1;123;0;1
1;124;0.0408753;0.959125
1;125;0;1
1;126;0.0595329;0.940467
1;127;0;1
1;128;0.0547801;0.94522
1;129;0.0592219;0.940778
1;130;0;1
1;131;0.0406352;0.959365
1;132;0.0475427;0.952457
1;133;0;1
1;134;0.0743531;0.925647
1;135;0;1
1;136;0;1
1;137;0;1
1;138;0;1
1;139;0.0301818;0.969818
1;140;0;1
1;141;0;1
1;142;0;1
1;143;0.0328282;0.967172
1;144;0.0267172;0.973283
1;145;0.0364403;0.96356
1;146;0;1
1;147;0;1
1;148;0.025812;0.974188
1;149;0;1
1;150;0;1
1;151;0;1
1;152;0;1
1;153;0;1
1;154;0.00286428;0.997136
1;155;0.00652196;0.993478
1;156;0.00313439;0.996866
1;157;0.0142036;0.985796
1;158;0.00566355;0.994336
1;159;0;1
1;160;0;1
1;161;0.00528082;0.994719
1;162;0.0103379;0.989662
1;163;0;1
1;164;0;1
1;165;0;1
1;166;0;1
1;167;0;1
1;168;0;1
1;169;0;1
1;170;0;1
1;171;0;1
1;172;0;1
1;173;0;1
1;174;0.0322286;0.967771
1;175;0.0311107;0.968889
1;176;0.0158106;0.984189
1;177;0.0236733;0.976327
1;178;0;1
1;179;0;1
1;180;0;1
1;181;0.0413498;0.95865
1;182;0;1
1;183;0;1
1;184;0;1
1;185;0;1
1;186;0;1
1;187;0.042828;0.957172
1;188;0;1
1;189;0;1
1;190;0;1
1;191;0;1
1;192;0.0234271;0.976573
1;193;0.0189495;0.981051
1;194;0.0497998;0.9502
1;195;0;1
1;196;0;1
1;197;0;1
1;198;0;1
1;199;0;1
1;200;0;1
1;201;0;1
1;202;0;1
1;203;0.0180043;0.981996
1;204;0;1
1;205;0;1
1;206;0;1
1;207;0;1
1;208;0.0498438;0.950156
1;209;0;1
1;210;0;1
1;211;0;1
1;212;0.0531099;0.94689
1;213;0.0510983;0.948902
1;214;0.0504491;0.949551
1;215;0.0232115;0.976788
1;216;0.00146293;0.998537
1;217;0.0079051;0.992095
1;218;0.0073124;0.992688
1;219;0;1
1;220;0;1
1;221;0;1
1;222;0;1
1;223;0;1
1;224;0;1
1;225;0;1
1;226;0;1
1;227;0;1
1;228;0;1
1;229;5.55e-17;1
1;230;0;1
1;231;0;1
1;232;0;1
1;233;0;1
2;0;0;0
2;1;0;0
2;2;0;0
2;3;0;0
2;4;0;0
2;5;0;0
2;6;0;0
2;7;0;0
2;8;0;0
2;9;0;0
2;10;0;0
2;11;0;0
2;12;0;0
2;13;0;0
2;14;0;0
2;15;0;0
2;16;0;0
2;17;0;0
2;18;0;0
2;19;0;0
2;20;0;0
2;21;0;0
2;22;0;0
2;23;0;0
2;24;0;0
2;25;0;0
2;26;0;0
2;27;0;0
2;28;0;0
2;29;0.0401645;0.959835
2;30;0.104972;0.895028
2;31;0.0835069;0.916493
2;32;0.0977993;0.902201
2;33;0.117265;0.882735
2;34;0.142935;0.857065
2;35;0.16137;0.83863
2;36;0.118466;0.881534
2;37;0.126974;0.873026
2;38;0.102738;0.897262
2;39;0.0125246;0.987475
2;40;0.0292117;0.970788
2;41;0.0658804;0.93412
2;42;0.0492042;0.950796
2;43;0.0353054;0.964695
2;44;0.0343111;0.965689
2;45;0.0611287;0.938871
2;46;0.106162;0.893838
2;47;0.13223;0.86777
2;48;0.0659337;0.934066
2;49;0.0488107;0.951189
2;50;0.127099;0.872901
2;51;0.103009;0.896991
2;52;0.0893341;0.910666
2;53;0.139695;0.860305
2;54;0.169907;0.830093
2;55;0.186195;0.813805
2;56;0.168949;0.831051
2;57;0.12502;0.87498
2;58;0.0608307;0.939169
2;59;0;1
2;60;0;1
2;61;5.55e-17;1
2;62;0;1
2;63;0;1
2;64;0;1
2;65;0;1
2;66;0;1
2;67;0;1
2;68;0.0236316;0.976368
2;69;0.0172478;0.982752
2;70;0.0548783;0.945122
2;71;0;1
2;72;0;1
2;73;0;1
2;74;0;1
2;75;0;1
2;76;0;1
2;77;0;1
2;78;5.55e-17;1
2;79;0;1
2;80;0;1
2;81;0;1
2;82;0.00749627;0.992504
2;83;0.0176768;0.982323
2;84;0.0337813;0.966219
2;85;0.0741433;0.925857
2;86;0;1
2;87;0.0442836;0.955716
2;88;0.00753762;0.992462
2;89;0;1
2;90;0;1
2;91;0;1
2;92;0;1
2;93;0;1
2;94;0.0449855;0.955015
2;95;0;1
2;96;0;1
2;97;0;1
2;98;0;1
2;99;0.0177785;0.982222
2;100;0.0195574;0.980443
2;101;0;1
2;102;0;1
2;103;0;1
2;104;0.049212;0.950788
2;105;0.0211156;0.978884
2;106;0.00616809;0.993832
2;107;0.010972;0.989028
2;108;0.0594573;0.940543
2;109;0.0335552;0.966445
2;110;0;1
2;111;0;1
2;112;0;1
2;113;0;1
2;114;0;1
2;115;0.000708273;0.999292
2;116;0.00863841;0.991362
2;117;0.02178;0.97822
2;118;0;1
2;119;0;1
2;120;0;1
2;121;0.000296213;0.999704
2;122;0;1
2;123;0;1
2;124;0;1
2;125;0.0112962;0.988704
2;126;0.0519371;0.948063
2;127;0;1
2;128;0;1
2;129;0.0697091;0.930291
2;130;0;1
2;131;0;1
2;132;0;1
2;133;0;1
2;134;0;1
2;135;0;1
2;136;0;1
2;137;0.0459763;0.954024
2;138;0.0162202;0.98378
2;139;0;1
2;140;0.0296506;0.970349
2;141;0.0447588;0.955241
2;142;0.00488621;0.995114
2;143;0.00499302;0.995007
2;144;0.0472275;0.952772
2;145;0.0610282;0.938972
2;146;0.0213652;0.978635
2;147;0.00129577;0.998704
2;148;0;1
2;149;0;1
2;150;0;1
2;151;0;1
2;152;0;1
2;153;0.0254997;0.9745
2;154;0;1
2;155;0;1
2;156;0.00895757;0.991042
2;157;0.0208603;0.97914
2;158;0.0500866;0.949913
2;159;0.0534338;0.946566
2;160;0;1
2;161;0;1
2;162;0;1
2;163;0;1
2;164;0.0168318;0.983168
2;165;0.0520074;0.947993
2;166;0.010913;0.989087
2;167;0;1
2;168;0.00321462;0.996785
2;169;0;1
2;170;0;1
2;171;0.0359496;0.96405
2;172;0.049766;0.950234
2;173;0.0228326;0.977167
2;174;0;1
2;175;0;1
2;176;0;1
2;177;0;1
2;178;0;1
2;179;0;1
2;180;0.0243124;0.975688
2;181;0.000483216;0.999517
2;182;0.0343574;0.965643
2;183;0.029127;0.970873
2;184;0;1
2;185;0;1
2;186;0;1
2;187;0;1
2;188;0;1
2;189;0.0155575;0.984442
2;190;0;1
2;191;0;1
2;192;0.0200352;0.979965
2;193;0;1
2;194;0.0474816;0.952518
2;195;0.0210297;0.97897
2;196;0;1
2;197;0;1
2;198;0;1
2;199;0;1
2;200;0;1
2;201;0;1
2;202;0;1
2;203;0;1
2;204;0;1
2;205;0;1
2;206;5.55e-17;1
2;207;0;1
2;208;0;1
2;209;5.55e-17;1
2;210;0.00848915;0.991511
2;211;0.0202672;0.979733
2;212;0;1
2;213;0;1
2;214;0;1
2;215;0;1
2;216;0;1
2;217;0;1
2;218;0;1
2;219;0.0140382;0.985962
2;220;0.0356953;0.964305
2;221;0.0304292;0.969571
2;222;0;1
2;223;0;1
2;224;0;1
2;225;0;1
2;226;0;1
2;227;0;1
2;228;0;1
2;229;0;1
2;230;0;1
2;231;0;1
2;232;0;1
2;233;0;1
3;0;0;0
3;1;0;0
3;2;0;0
3;3;0;0
3;4;0;0
3;5;0;0
3;6;0;0
3;7;0;0
3;8;0;0
3;9;0;0
3;10;0;0
3;11;0;0
3;12;0;0
3;13;0;0
3;14;0;0
3;15;0;0
3;16;0;0
3;17;0;0
3;18;0;0
3;19;0;0
3;20;0;0
3;21;0;0
3;22;0;0
3;23;0;0
3;24;0;0
3;25;0.35806;0.64194
3;26;0.277274;0.722726
3;27;0.140133;0.859867
3;28;0.129453;0.870547
3;29;0.159065;0.840935
3;30;0.142337;0.857663
3;31;0.11878;0.88122
3;32;0.0970429;0.902957
3;33;0.082814;0.917186
3;34;0.0597241;0.940276
3;35;0.071201;0.928799
3;36;0.0680745;0.931925
3;37;0.0386293;0.961371
3;38;0.0545592;0.945441
3;39;0.0613768;0.938623
3;40;0.0212656;0.978734
3;41;0.00883454;0.991165
3;42;0.019749;0.980251
3;43;0.0115609;0.988439
3;44;0.0197133;0.980287
3;45;0.00753853;0.992461
3;46;0.0446953;0.955305
3;47;0.141782;0.858218
3;48;0.170628;0.829372
3;49;0.0771495;0.92285
3;50;5.55e-17;1
3;51;5.55e-17;1
3;52;0;1
3;53;5.55e-17;1
3;54;0;1
3;55;0.0157267;0.984273
3;56;0.0108248;0.989175
3;57;0.00198446;0.998016
3;58;0.0586527;0.941347
3;59;0.08512;0.91488
3;60;0.064871;0.935129
3;61;0.0726308;0.927369
3;62;0.0616878;0.938312
3;63;0.0296408;0.970359
3;64;0;1
3;65;0;1
3;66;0;1
3;67;0;1
3;68;0.0242453;0.975755
3;69;0.00839278;0.991607
3;70;0;1
3;71;0;1
3;72;0;1
3;73;0.0161714;0.983829
3;74;0.0419953;0.958005
3;75;0.00293358;0.997066
3;76;0;1
3;77;8.66e-05;0.999913
3;78;0.0290253;0.970975
3;79;0;1
3;80;0.0472764;0.952724
3;81;0.0591217;0.940878
3;82;0;1
3;83;0;1
3;84;0;1
3;85;0;1
3;86;0.0240571;0.975943
3;87;0;1
3;88;0;1
3;89;0.0040258;0.995974
3;90;0.0280364;0.971964
3;91;0;1
3;92;0;1
3;93;0;1
3;94;0;1
3;95;0;1
3;96;0;1
3;97;0;1
3;98;0;1
3;99;0;1
3;100;0;1
3;101;0;1
3;102;0;1
3;103;0;1
3;104;0;1
3;105;0;1
3;106;0.0175731;0.982427
3;107;0.00249876;0.997501
3;108;0;1
3;109;0;1
3;110;0;1
3;111;5.55e-17;1
3;112;0;1
3;113;5.55e-17;1
3;114;0;1
3;115;0;1
3;116;0;1
3;117;0;1
3;118;0;1
3;119;0;1
3;120;0.0370079;0.962992
3;121;0;1
3;122;0.0304583;0.969542
3;123;0.0431146;0.956885
3;124;0.05469;0.94531
3;125;0.0152363;0.984764
3;126;0;1
3;127;0;1
3;128;0;1
3;129;0;1
3;130;0;1
3;131;0.0585564;0.941444
3;132;0;1
3;133;0;1
3;134;0;1
3;135;0;1
3;136;0;1
3;137;0.0301532;0.969847
3;138;0.0441369;0.955863
3;139;0.0300833;0.969917
3;140;0;1
3;141;0;1
3;142;0.00775963;0.99224
3;143;0.0123072;0.987693
3;144;0;1
3;145;0;1
3;146;0;1
3;147;0.032047;0.967953
3;148;0.0447471;0.955253
3;149;0.0158922;0.984108
3;150;0;1
3;151;0;1
3;152;0;1
3;153;0;1
3;154;0;1
3;155;0;1
3;156;0;1
3;157;0.0464065;0.953594
3;158;0;1
3;159;0;1
3;160;0;1
3;161;0;1
3;162;0;1
3;163;0;1
3;164;0.0491746;0.950825
3;165;0;1
3;166;0.0116805;0.988319
3;167;0.0409265;0.959073
3;168;0.0259995;0.974001
3;169;0;1
3;170;0;1
3;171;0;1
3;172;0;1
3;173;0;1
3;174;0;1
3;175;0;1
3;176;0;1
3;177;0;1
3;178;0;1
3;179;0.0151123;0.984888
3;180;0;1
3;181;5.55e-17;1
3;182;0;1
3;183;0.0138701;0.98613
3;184;0;1
3;185;0;1
3;186;0;1
3;187;0;1
3;188;0;1
3;189;0;1
3;190;0;1
3;191;0;1
3;192;0;1
3;193;0;1
3;194;0;1
3;195;0;1
3;196;0.0564909;0.943509
3;197;0.0561772;0.943823
3;198;0.00482428;0.995176
3;199;0;1
3;200;0;1
3;201;0;1
3;202;0.0564304;0.94357
3;203;0;1
3;204;0;1
3;205;0.00593726;0.994063
3;206;0;1
3;207;0;1
3;208;0;1
3;209;0.00339446;0.996606
3;210;0.00387157;0.996128
3;211;0;1
3;212;0.0297158;0.970284
3;213;0.013929;0.986071
3;214;0.00454185;0.995458
3;215;0;1
3;216;0;1
3;217;0;1
3;218;0;1
3;219;0.0480963;0.951904
3;220;0.00410456;0.995895
3;221;0;1
3;222;0;1
3;223;0;1
3;224;0;1
3;225;0.0139265;0.986073
3;226;5.55e-17;1
3;227;0;1
3;228;0;1
3;229;0.0109074;0.989093
3;230;0.0371997;0.9628
3;231;0.043538;0.956462
3;232;0;1
3;233;0;1
4;0;0;0
4;1;0;0
4;2;0;0
4;3;0;0
4;4;0;0
4;5;0;0
4;6;0;0
4;7;0;0
4;8;0;0
4;9;0;0
4;10;0;0
4;11;0;0
4;12;0;0
4;13;0;0
4;14;0;0
4;15;0;0
4;16;0;0
4;17;0;0
4;18;0;0
4;19;0;0
4;20;0;0
4;21;0;0
4;22;0;0
4;23;0;0
4;24;0;0
4;25;0.309366;0.690634
4;26;0.197637;0.802363
4;27;0.0896574;0.910343
4;28;0.1218;0.8782
4;29;0.120178;0.879822
4;30;0.101993;0.898007
4;31;0.0822127;0.917787
4;32;0.116403;0.883597
4;33;0.119116;0.880884
4;34;0.10297;0.89703
4;35;0.108577;0.891423
4;36;0.095201;0.904799
4;37;0.0139206;0.986079
4;38;0;1
4;39;0.018892;0.981108
4;40;0;1
4;41;0;1
4;42;0.0178127;0.982187
4;43;0.0541656;0.945834
4;44;0.0546463;0.945354
4;45;0.0488804;0.95112
4;46;0.055928;0.944072
4;47;0.049519;0.950481
4;48;0.0399381;0.960062
4;49;0.0509127;0.949087
4;50;0.0886462;0.911354
4;51;0.141879;0.858121
4;52;0.171204;0.828796
4;53;0.19811;0.80189
4;54;0.212573;0.787427
4;55;0.23709;0.76291
4;56;0.176136;0.823864
4;57;0.062842;0.937158
4;58;0;1
4;59;0;1
4;60;0;1
4;61;0;1
4;62;0;1
4;63;0;1
4;64;0;1
4;65;0;1
4;66;0.0308731;0.969127
4;67;0;1
4;68;0;1
4;69;0;1
4;70;0.0214068;0.978593
4;71;0.0423487;0.957651
4;72;0.0380098;0.96199
4;73;0.0186738;0.981326
4;74;0.00230258;0.997697
4;75;0.0257722;0.974228
4;76;0.0435205;0.95648
4;77;0.0116595;0.988341
4;78;0.0252791;0.974721
4;79;0.0411505;0.958849
4;80;0;1
4;81;0;1
4;82;0;1
4;83;0;1
4;84;0.0443703;0.95563
4;85;0.0440208;0.955979
4;86;0.0109674;0.989033
4;87;0.0425137;0.957486
4;88;0.03778;0.96222
4;89;0.0300007;0.969999
4;90;0.032384;0.967616
4;91;0.00289196;0.997108
4;92;0;1
4;93;0;1
4;94;0;1
4;95;0;1
4;96;0.0208503;0.97915
4;97;0;1
4;98;0.0365838;0.963416
4;99;0.0557063;0.944294
4;100;0;1
4;101;0;1
4;102;0;1
4;103;0.0602809;0.939719
4;104;0;1
4;105;0.0172311;0.982769
4;106;0.0620815;0.937918
4;107;0.0588645;0.941136
4;108;0.0449628;0.955037
4;109;0.0139974;0.986003
4;110;0.00966763;0.990332
4;111;0;1
4;112;0.00521795;0.994782
4;113;0;1
4;114;0;1
4;115;0;1
4;116;0.00251824;0.997482
4;117;5.55e-17;1
4;118;0;1
4;119;0.00112501;0.998875
4;120;0.0174736;0.982526
4;121;0;1
4;122;0;1
4;123;5.55e-17;1
4;124;0;1
4;125;5.55e-17;1
4;126;0;1
4;127;0.0422876;0.957712
4;128;0.0365405;0.96346
4;129;0;1
4;130;0;1
4;131;0;1
4;132;0;1
4;133;0;1
4;134;0;1
4;135;0.0557402;0.94426
4;136;0;1
4;137;0.0456667;0.954333
4;138;0.0360096;0.96399
4;139;0.0445587;0.955441
4;140;0.0640014;0.935999
4;141;0;1
4;142;0.035286;0.964714
4;143;0.0352874;0.964713
4;144;0;1
4;145;0.0583571;0.941643
4;146;0;1
4;147;0.0394317;0.960568
4;148;0.0494047;0.950595
4;149;0;1
4;150;0;1
4;151;0;1
4;152;0;1
4;153;0;1
4;154;0.00857444;0.991426
4;155;0;1
4;156;0;1
4;157;0;1
4;158;0;1
4;159;0;1
4;160;0;1
4;161;0.0150888;0.984911
4;162;0.0343468;0.965653
4;163;0.0161302;0.98387
4;164;0.0303837;0.969616
4;165;0.0263598;0.97364
4;166;0.0289872;0.971013
4;167;0;1
4;168;0;1
4;169;0.0407487;0.959251
4;170;0;1
4;171;0;1
4;172;0;1
4;173;0;1
4;174;0;1
4;175;0;1
4;176;0;1
4;177;0;1
4;178;0;1
4;179;0;1
4;180;0;1
4;181;0;1
4;182;0;1
4;183;0;1
4;184;0;1
4;185;0.00988705;0.990113
4;186;0;1
4;187;0.0553535;0.944646
4;188;0.0302944;0.969706
4;189;0.0234334;0.976567
4;190;0;1
4;191;0;1
4;192;0;1
4;193;0;1
4;194;0;1
4;195;0;1
4;196;0;1
4;197;0;1
4;198;5.55e-17;1
4;199;0;1
4;200;0;1
4;201;0.0311275;0.968872
4;202;0;1
4;203;0;1
4;204;0;1
4;205;0;1
4;206;0;1
4;207;0;1
4;208;0.0194385;0.980562
4;209;0.0308093;0.969191
4;210;0.047902;0.952098
4;211;0.000281329;0.999719
4;212;0;1
4;213;0;1
4;214;0;1
4;215;0;1
4;216;0;1
4;217;0;1
4;218;0;1
4;219;0.0170751;0.982925
4;220;0.032046;0.967954
4;221;0.0333638;0.966636
4;222;0.0399664;0.960034
4;223;0;1
4;224;0;1
4;225;0;1
4;226;0;1
4;227;0;1
4;228;0;1
4;229;0;1
4;230;0;1
4;231;0.00604836;0.993952
4;232;0;1
4;233;0;1
5;0;0;0
5;1;0;0
5;2;0;0
5;3;0;0
5;4;0;0
5;5;0;0
5;6;0;0
5;7;0;0
5;8;0;0
5;9;0;0
5;10;0;0
5;11;0;0
5;12;0;0
5;13;0;0
5;14;0;0
5;15;0;0
5;16;0;0
5;17;0;0
5;18;0;0
5;19;0;0
5;20;0;0
5;21;0;0
5;22;0;0
5;23;0;0
5;24;0;0
5;25;0.110743;0.889257
5;26;0.167757;0.832243
5;27;0.182149;0.817851
5;28;0.190278;0.809722
5;29;0.150061;0.849939
5;30;0.101802;0.898198
5;31;0.0654404;0.93456
5;32;0.052533;0.947467
5;33;0.077718;0.922282
5;34;0.114399;0.885601
5;35;0.161379;0.838621
5;36;0.180763;0.819237
5;37;0.0983642;0.901636
5;38;0.0212396;0.97876
5;39;5.55e-17;1
5;40;0;1
5;41;0;1
5;42;0.0583743;0.941626
5;43;0.00436532;0.995635
5;44;0;1
5;45;0.00209512;0.997905
5;46;0.0277276;0.972272
5;47;0.0624121;0.937588
5;48;0.101066;0.898934
5;49;0.0752811;0.924719
5;50;0.136826;0.863174
5;51;0.182924;0.817076
5;52;0.167618;0.832382
5;53;0.131113;0.868887
5;54;0.115107;0.884893
5;55;0.0937838;0.906216
5;56;0.0232604;0.97674
5;57;0;1
5;58;0.00835648;0.991644
5;59;0.0483374;0.951663
5;60;0.0622945;0.937705
5;61;0.0507403;0.94926
5;62;0.0260705;0.973929
5;63;0.0483511;0.951649
5;64;0.113262;0.886738
5;65;0.0594482;0.940552
5;66;0.0448111;0.955189
5;67;0.0607443;0.939256
5;68;0.0328986;0.967101
5;69;5.55e-17;1
5;70;5.55e-17;1
5;71;0;1
5;72;0;1
5;73;0;1
5;74;0.0213355;0.978665
5;75;0.0286659;0.971334
5;76;0.0163978;0.983602
5;77;0.0476199;0.95238
5;78;0.0791008;0.920899
5;79;0.0609037;0.939096
5;80;0;1
5;81;0;1
5;82;0;1
5;83;0;1
5;84;0;1
5;85;0;1
5;86;0;1
5;87;0;1
5;88;0.0100672;0.989933
5;89;0;1
5;90;0;1
5;91;0.0114978;0.988502
5;92;0.0251558;0.974844
5;93;0;1
5;94;0;1
5;95;0;1
5;96;0;1
5;97;0;1
5;98;0;1
5;99;0.0282884;0.971712
5;100;0;1
5;101;0;1
5;102;0;1
5;103;0;1
5;104;0;1
5;105;0;1
5;106;0;1
5;107;0;1
5;108;0.0505206;0.949479
5;109;0;1
5;110;0;1
5;111;0;1
5;112;0;1
5;113;0.0191364;0.980864
5;114;0;1
5;115;0;1
5;116;0;1
5;117;0.0122249;0.987775
5;118;0.0327692;0.967231
5;119;0.0587954;0.941205
5;120;0.0561533;0.943847
5;121;0;1
5;122;0.0316604;0.96834
5;123;0;1
5;124;0.0393318;0.960668
5;125;0;1
5;126;0.0438924;0.956108
5;127;0.0535078;0.946492
