Wavelength	Media	StDev
nm		
171.78303527832	1.73440977136294E-7	1.69431424495598E-7
172.356704711914	-7.68685547510784E-8	9.88479757574405E-8
172.930374145508	-1.03651972611745E-7	9.13977044926326E-8
173.504043579102	1.12683021227518E-7	1.03219023879087E-7
174.077713012695	1.72862195968628E-7	6.65292700695783E-8
174.651382446289	2.06887563069661E-7	9.53535853729178E-8
175.225051879883	-1.88201519648234E-7	1.60879130014644E-7
175.798706054688	1.34800036748252E-9	9.49843431316752E-8
176.372375488281	1.80991275310516E-7	1.14039460002155E-7
176.946044921875	1.40560252666474E-7	5.92386155488805E-8
177.519714355469	7.21048808097839E-8	1.34459509469612E-7
178.093383789063	3.09052403767904E-8	9.79105381626795E-8
178.667053222656	8.2012178103129E-8	1.25632296462432E-7
179.24072265625	1.21123528679212E-7	1.30326237879152E-7
179.814392089844	-7.71476141611736E-8	1.26522397896094E-7
180.388061523438	-2.09548406799634E-7	2.3351907319812E-7
180.961730957031	1.47246468067169E-7	8.38813942781039E-8
181.535400390625	1.38751416007678E-7	1.19971454621743E-7
182.109069824219	2.17146568248669E-8	1.17900367865355E-7
182.682739257813	2.65385654767355E-7	1.51359384388111E-7
183.256408691406	4.89584637184938E-8	1.04288610430278E-8
183.830062866211	-2.51824550628662E-7	2.725491123777E-8
184.403732299805	2.12891379694144E-7	9.6180710151268E-8
184.977401733398	8.37242317199707E-8	3.58273534351888E-8
185.551071166992	9.92388582229616E-8	1.00824326152062E-7
186.124740600586	9.42039040724436E-8	4.55757403183644E-8
186.69841003418	1.0105438709259E-7	1.63385561185648E-7
187.272079467773	1.47374920050303E-7	7.79985202513967E-8
187.845748901367	1.83710036277771E-7	8.38579943843127E-8
188.419418334961	5.10199483235678E-8	1.44383106123132E-7
188.993087768555	8.95378386974335E-8	1.73338173574091E-7
189.566757202148	1.44817342758179E-7	1.11006539736621E-7
190.140426635742	8.99514309565223E-8	4.20714087793443E-8
190.714096069336	8.02487428983052E-8	1.27456810080637E-7
191.287750244141	1.41333545049032E-7	7.35235087614715E-8
191.861419677734	1.76087821796536E-7	2.06732255032567E-7
192.435089111328	1.14084119002024E-7	4.51301590297012E-8
