642	88.4985
641	88.3965
640	88.28751
639	88.23
638	88.1265
637	88.0035
636	87.9475
635	87.8855
634	87.805
633	87.73026
632	87.658
631	87.56925
630	87.47575
629	87.36825
628	87.26075
627	87.122
626	86.99525
625	86.886
624	86.7775
623	86.6295
622	86.50375
621	86.3805
620	86.223
619	86.10051
618	85.94749
617	85.80624
616	85.7025
615	85.564
614	85.409
613	85.24
612	85.0805
611	84.9155
610	84.74174
609	84.5695
608	84.41475
607	84.2645
606	84.09
605	83.89975
604	83.7265
603	83.505
602	83.313
601	83.08725
600	82.87775
599	82.6485
598	82.4155
597	82.1935
596	81.96675
595	81.725
594	81.45876
593	81.202
592	80.95226
591	80.70025
590	80.422
589	80.16125
588	79.879
587	79.57675
586	79.30949
585	78.99426
584	78.67751
583	78.3745
582	78.04275
581	77.709
580	77.35275
579	76.97625
578	76.604
577	76.228
576	75.8485
575	75.44125
574	75.01025
573	74.594
572	74.1655
571	73.7175
570	73.2365
569	72.79425
568	72.312
567	71.78975
566	71.277
565	70.76425
564	70.225
563	69.65475
562	69.09
561	68.5065
560	67.8865
559	67.25025
558	66.617
557	65.94725
556	65.265
555	64.54449
554	63.802
553	63.058
552	62.26275
551	61.44975
550	60.6
549	59.71875
548	58.814
547	57.8615
546	56.90825
545	55.89275
544	54.8605
543	53.796
542	52.6855
541	51.5555
540	50.38475
539	49.178
538	47.92275
537	46.6285
536	45.3315
535	43.96675
534	42.5795
533	41.1435
532	39.682
531	38.18275
530	36.6415
529	35.1
528	33.51725
527	31.94675
526	30.36
525	28.771
524	27.1815
523	25.57675
522	24.01875
521	22.44925
520	19.082
519	18.13925
518	17.21725
517	16.33175
516	15.06025
515	13.741
514	12.508
513	11.3835
512	10.37475
511	9.495
510	8.75425
509	8.15525
508	7.68675
507	7.3305
506	7.07625
505	6.89675
504	6.77725
503	6.6975
502	6.6455
501	6.61225
500	6.59075
499	6.57525
498	6.563
497	6.556
496	6.55075
495	6.5475
494	6.54625
493	6.54625
492	6.54425
491	6.544
490	6.54375
489	6.5455
488	6.5435
487	6.5375
486	6.53225
485	6.5255
484	6.524
483	6.5165
482	6.508
481	6.5075
480	6.50425
479	6.501
478	6.49975
477	6.49575
476	6.498
475	6.49575
474	6.4895
473	6.49
472	6.493
471	6.49425
470	6.4945
469	6.49425
468	6.4975
467	6.50425
466	6.50575
465	6.5075
464	6.50825
463	6.51525
462	6.5185
461	6.51925
460	6.52175
459	6.523
458	6.529
457	6.53375
456	6.53875
455	6.54125
454	6.547
453	6.55525
452	6.56125
451	6.5665
450	6.57375
449	6.57725
448	6.58925
447	6.597
446	6.606
445	6.61325
444	6.61625
443	6.6215
442	6.63175
441	6.6395
440	6.6495
439	6.65625
438	6.664
437	6.67075
436	6.688
435	6.69525
434	6.7
433	6.70925
432	6.724
431	6.73425
430	6.74225
429	6.744
428	6.7515
427	6.754
426	6.76475
425	6.77375
424	6.7815
423	6.794
422	6.802
421	6.81825
420	6.84075
419	6.8435
418	6.85275
417	6.8625
416	6.8815
415	6.88825
414	6.9005
413	6.91925
412	6.9315
411	6.94775
410	6.9555
409	6.9685
408	6.98225
407	6.9925
406	6.997
405	7.01575
404	7.0315
403	7.04775
402	7.0715
401	7.09175
400	7.1135
399	7.131
398	7.1485
397	7.163
396	7.17175
395	7.181
394	7.18775
393	7.205
392	7.225
391	7.24425
390	7.2535
389	7.28225
388	7.307
387	7.3295
386	7.3475
385	7.36825
384	7.39475
383	7.419
382	7.43925
381	7.45475
380	7.47475
379	7.4955
378	7.52075
377	7.54275
376	7.562
375	7.58775
374	7.61275
373	7.62975
372	7.65325
371	7.675
370	7.71975
369	7.74175
368	7.74875
367	7.7525
366	7.77525
365	7.79925
364	7.80925
363	7.81025
362	7.82125
361	7.8415
360	7.857
359	7.87
358	7.88125
357	7.918
356	7.9555
355	7.98225
354	8.01475
353	8.036
352	8.05975
351	8.09725
350	8.1275
349	8.13675
348	8.1605
347	8.18725
346	8.22625
345	8.25825
344	8.279
343	8.322
342	8.3315
341	8.35875
340	8.55
339	8.61125
338	8.684
337	8.74125
336	8.80075
335	8.83925
334	8.87875
333	8.8985
332	8.92525
331	8.973
330	8.97825
329	9.0265
328	9.05375
327	9.09475
326	9.15475
325	9.19375
324	9.23625
323	9.27025
322	9.3245
321	9.3575
320	9.40125
319	9.46325
318	9.50875
317	9.57275
316	9.622
315	9.68525
314	9.75725
313	9.8135
312	9.87725
311	9.9705
310	10.027
309	10.08125
308	10.12425
307	10.168
306	10.22575
305	10.2955
304	10.35975
303	10.41625
302	10.4955
301	10.58375
300	10.69
299	10.7385
298	10.78475
297	10.8545
296	10.9335
295	11.0295
294	11.12425
293	11.23725
292	11.36575
291	11.493
290	11.62825
289	11.71
288	11.8035
287	11.894
286	11.98375
285	12.0855
284	12.1695
283	12.29625
282	12.41225
281	12.47475
280	12.585
279	12.66325
278	12.7385
277	12.842
276	12.9045
275	12.95775
274	13.0595
