"row";"column";"SD1_sampleC_S_energy_2503.5_eV.tif_D1_sampleC.TIFF_Array_53";"CdSO4-fit";"CdS-fit"
1;115;9015.47;5.55e-17;1
1;116;9639.89;0;1
1;117;10569.3;0;1
1;118;10850.5;0;1
1;119;11567.1;0;1
1;120;12284.2;0;1
1;121;13460.5;0.0164585;0.983541
1;122;13486.2;0.0223309;0.977669
1;123;12839.1;0.00849429;0.991506
1;124;10881.3;0;1
1;125;11100.9;0;1
1;126;11243;0;1
1;127;11812.4;0;1
1;128;11678;0;1
1;129;10961.1;0;1
1;130;10034.9;0;1
1;131;9608.25;0.0284883;0.971512
1;132;10158.5;0;1
1;133;11130.5;0;1
1;134;11130.4;0;1
1;135;9916.84;0;1
1;136;10195.1;0;1
1;137;13078;0;1
1;138;15589.6;0;1
1;139;16048;0.0163825;0.983618
1;140;14836.2;0.0208157;0.979184
1;141;12863.2;0;1
1;142;12638.9;0;1
1;143;14128;0.0345402;0.96546
1;144;15105.3;0;1
1;145;16084.5;0.0470157;0.952984
1;146;15649.9;0;1
1;147;13717.7;0;1
1;148;12574.4;0;1
1;149;11212;0;1
1;150;10164.3;0;1
1;151;10325.3;0;1
1;152;11401.5;0;1
1;153;11585.2;0;1
1;154;10637.8;0.000112923;0.999887
1;155;9572.85;0.016759;0.983241
2;0;3614.32;0;0
2;1;2517.01;0;0
2;2;1906.17;0;0
2;3;3392.53;0.05475;0.94525
2;4;6504.58;0.248054;0.751946
2;5;8055.63;0.125005;0.874995
2;6;8211.54;0.0610966;0.938903
2;7;7844.1;0;1
2;8;7059.3;0.0102052;0.989795
2;9;6434.75;0;1
2;10;7082.5;0.0916245;0.908375
2;11;7097.27;0.0175728;0.982427
2;12;6593.59;0;1
2;13;6444.29;0.00429204;0.995708
2;14;5773.37;0;1
2;15;5745.66;0;1
2;16;6020.52;0;1
2;17;5556.65;0;1
2;18;6284.57;0;1
2;19;7860.9;0;1
2;20;9009.46;0;1
2;21;10031.5;0.0123665;0.987634
2;22;10684;0.00199972;0.998
2;23;10952.8;0;1
2;24;11628;0;1
2;25;11730.8;0;1
2;26;9067.15;0;1
2;27;6324.72;0.0206209;0.979379
2;28;5445.65;0;1
2;29;5427.05;0;1
2;30;5853.6;0;1
2;31;7716.66;0;1
2;32;10020.8;0.0214945;0.978505
2;33;11276.8;0.0322456;0.967754
2;34;11164.5;0.0156811;0.984319
2;35;11743.1;0.00411698;0.995883
2;36;12781.6;0.0243588;0.975641
2;37;13160.9;0;1
2;38;12035.9;0;1
2;39;11076.9;0;1
2;40;10641.2;0.0179717;0.982028
2;41;10517.9;0;1
2;42;10293.2;0;1
2;43;10774.3;0;1
2;44;10742.7;0;1
2;45;10397.1;0;1
2;46;9734.34;5.55e-17;1
2;47;9287.6;0;1
2;48;9862.58;0;1
2;49;10174.2;0.011678;0.988322
2;50;9922.75;0;1
2;51;9493.05;5.55e-17;1
2;52;10300.6;0;1
2;53;10712.7;0;1
